Year,Policy_ID,Customer_Age,Gender,Region,Vehicle_Type,Vehicle_Age,Vehicle_Value_KES,Vehicle_Engine_Capacity,Use_Purpose,Annual_Premium_KES,Claims_Frequency,Total_Claim_Amount_KES,No_Claim_Bonus_%,Accident_Cause,Policy_Term_Months,Previous_Claims_Count,Driver_Experience_Years,Third_Party_Only
2023,P202300486,22,Male,Nakuru,Private,13,2488415,2000,Business,124739,1,554800,0,Speeding,6,0,2,No
2023,P202300487,51,Female,Thika,Private,10,1844385,1000,Business,122821,0,0,20,None,6,0,32,No
2023,P202300488,34,Male,Kisumu,Motorcycle,15,142067,1000,Personal,9107,0,0,50,None,12,1,15,Yes
2023,P202300489,36,Female,Kakamega,Private,2,1612548,2000,Personal,112015,0,0,50,None,12,1,18,No
2023,P202300490,47,Male,Eldoret,Commercial,5,2843321,1000,Business,96899,0,0,10,None,6,0,25,Yes
2023,P202300491,45,Male,Kisumu,PSV,3,1197097,3000,Taxi,51375,0,0,10,None,6,1,23,Yes
2023,P202300492,32,Female,Kisumu,Private,10,2367829,2000,Personal,152834,0,0,20,None,6,0,13,No
2023,P202300493,49,Female,Nakuru,Private,11,1460811,2000,Personal,58793,0,0,30,None,12,0,30,No
2023,P202300494,69,Male,Mombasa,Commercial,11,2946674,1500,Personal,193328,0,0,20,None,12,1,51,No
2023,P202300495,66,Female,Thika,Private,2,1298658,3000,Personal,43075,0,0,50,None,6,0,45,No
2023,P202300496,40,Male,Meru,PSV,13,2770394,2500,Personal,189014,1,1292300,0,Speeding,12,1,19,Yes
2023,P202300497,56,Female,Kisumu,PSV,19,1786635,1000,Business,63115,0,0,10,None,12,0,34,Yes
2023,P202300498,40,Female,Eldoret,Commercial,2,1264462,3000,Personal,44061,0,0,20,None,12,1,22,Yes
2023,P202300499,65,Male,Eldoret,PSV,7,3449308,3000,Taxi,141989,2,1195700,0,Collision,6,0,45,Yes
2023,P202300500,39,Male,Nakuru,PSV,11,3007338,3000,Personal,186846,1,1548900,0,Theft,12,1,17,Yes
2023,P202300501,32,Female,Nairobi,PSV,16,1953122,2500,Personal,98465,2,21000,0,Theft,6,0,10,No
2023,P202300502,54,Male,Mombasa,Private,5,2854590,1500,Business,181148,1,231500,0,Speeding,6,0,35,No
2023,P202300503,54,Female,Kakamega,PSV,2,3536655,3000,Personal,227769,1,1234900,0,Weather,6,2,35,Yes
2023,P202300504,62,Female,Kakamega,Private,19,1137999,2000,Personal,75565,1,256800,0,Collision,6,0,42,No
2023,P202300505,24,Male,Meru,Private,18,530257,2500,Personal,30848,1,299300,0,Theft,6,0,4,No
2023,P202300506,37,Male,Nairobi,Private,17,1727222,2000,Business,103694,0,0,10,None,12,0,19,No
2023,P202300507,44,Male,Eldoret,Commercial,8,800917,2000,Personal,39451,1,201800,0,Speeding,12,0,25,Yes
2023,P202300508,66,Male,Eldoret,Private,16,2445692,1500,Personal,90391,0,0,50,None,6,1,46,No
2023,P202300509,34,Male,Nakuru,Private,11,828821,2500,Taxi,57803,1,245500,0,Speeding,12,0,12,Yes
2023,P202300510,21,Male,Kakamega,PSV,4,3771685,1500,Personal,163608,1,1343600,0,Speeding,12,0,1,Yes
2023,P202300511,27,Female,Kakamega,Motorcycle,7,139049,1000,Personal,9456,0,0,30,None,12,2,5,Yes
2023,P202300512,66,Female,Mombasa,Private,15,2394554,3000,Business,133679,2,292100,0,Collision,12,0,48,No
2023,P202300513,66,Female,Meru,PSV,7,2475790,3000,Personal,89191,0,0,50,None,6,0,44,Yes
2023,P202300514,31,Female,Kisumu,Private,16,2060336,1500,Personal,125501,1,479700,0,Theft,6,0,10,No
2023,P202300515,53,Female,Mombasa,PSV,19,3297905,1500,Business,143221,0,0,10,None,12,0,32,Yes
2023,P202300516,22,Male,Kakamega,Private,4,2662301,1000,Personal,108847,1,448300,0,Theft,12,1,1,Yes
2023,P202300517,49,Female,Mombasa,PSV,9,3592806,2500,Personal,214848,0,0,50,None,12,0,28,No
2023,P202300518,56,Female,Mombasa,Commercial,3,2679262,1500,Business,99577,0,0,10,None,6,1,37,Yes
2023,P202300519,50,Female,Eldoret,Private,10,634445,3000,Business,31268,0,0,50,None,6,1,30,No
2023,P202300520,63,Male,Kisumu,Private,15,2283611,1000,Personal,143297,0,0,50,None,6,1,44,No
2023,P202300521,53,Male,Kakamega,Private,8,1772597,3000,Personal,98035,0,0,50,None,6,0,32,Yes
2023,P202300522,59,Female,Kakamega,Private,16,616841,3000,Personal,42323,2,76300,0,Weather,12,0,41,No
2023,P202300523,31,Male,Nairobi,Private,11,2714949,2000,Business,136194,0,0,50,None,12,0,12,No
2023,P202300524,35,Male,Mombasa,Private,6,1057242,1000,Personal,59142,0,0,30,None,6,2,15,Yes
2023,P202300525,32,Female,Mombasa,PSV,13,1919134,2500,Business,59936,3,155900,0,Theft,12,1,12,No
2023,P202300526,47,Male,Nakuru,Commercial,2,2117621,1500,Personal,109090,1,734700,0,Theft,6,0,29,No
2023,P202300527,25,Male,Thika,Commercial,13,4430623,2000,Personal,149018,2,1940500,0,Collision,6,0,3,Yes
2023,P202300528,44,Female,Nakuru,PSV,8,3976030,3000,Personal,272924,1,631700,0,Speeding,12,0,25,Yes
2023,P202300529,69,Female,Kisumu,Motorcycle,16,91235,2500,Taxi,6367,1,27800,0,Speeding,12,0,51,Yes
2023,P202300530,43,Male,Kisumu,Commercial,7,4312305,2000,Personal,165230,0,0,10,None,6,0,23,Yes
2023,P202300531,45,Female,Kisumu,PSV,14,1993978,3000,Business,85910,0,0,30,None,6,0,27,No
2023,P202300532,35,Male,Mombasa,Private,1,1778673,1000,Business,85403,1,404200,0,Weather,12,0,16,No
2023,P202300533,32,Female,Mombasa,PSV,10,1817108,3000,Business,97893,0,0,30,None,12,0,12,Yes
2023,P202300534,34,Female,Kakamega,Commercial,8,1179593,2500,Personal,76784,0,0,10,None,6,0,13,No
2023,P202300535,49,Female,Mombasa,Motorcycle,0,117384,2500,Personal,7974,3,19100,0,Theft,6,0,28,Yes
2023,P202300536,52,Female,Kakamega,Commercial,12,1937613,1000,Personal,134643,0,0,20,None,6,0,31,Yes
2023,P202300537,20,Female,Thika,Motorcycle,10,102265,2000,Personal,4379,1,48600,0,Theft,6,0,1,Yes
2023,P202300538,40,Male,Kisumu,Commercial,7,3393157,1500,Personal,106187,0,0,10,None,6,1,22,No
2023,P202300539,68,Female,Eldoret,Commercial,2,3435122,2000,Personal,104941,0,0,50,None,12,0,49,Yes
2023,P202300540,59,Male,Meru,Private,18,2114694,2500,Personal,76124,0,0,20,None,6,0,38,No
2023,P202300541,21,Male,Mombasa,Private,5,578116,2000,Personal,34116,0,0,20,None,12,0,3,No
2023,P202300542,62,Female,Eldoret,Private,3,2517337,3000,Personal,146998,0,0,20,None,12,0,44,No
2023,P202300543,55,Male,Thika,Private,13,2799986,1500,Personal,89699,0,0,30,None,12,0,35,Yes
2023,P202300544,47,Female,Thika,Private,0,1026249,1500,Business,42516,1,606500,0,Collision,6,1,26,No
2023,P202300545,46,Male,Mombasa,Motorcycle,8,93919,2500,Taxi,6289,0,0,50,None,6,0,24,No
2023,P202300546,44,Male,Kakamega,Private,1,2926105,1500,Taxi,144591,1,483000,0,Weather,12,0,22,No
2023,P202300547,22,Male,Nakuru,Private,15,613776,2000,Business,32321,0,0,50,None,6,0,3,Yes
2023,P202300548,66,Female,Meru,PSV,1,3850774,1500,Taxi,190627,2,1598200,0,Weather,6,0,48,Yes
2023,P202300549,21,Female,Nairobi,PSV,2,2334649,3000,Business,104708,0,0,10,None,6,1,1,Yes
2023,P202300550,52,Female,Nairobi,Commercial,19,4390437,3000,Business,297633,0,0,10,None,12,0,31,No
2023,P202300551,34,Female,Kakamega,Private,13,2227512,3000,Personal,97254,0,0,30,None,6,0,16,Yes
2023,P202300552,62,Male,Eldoret,Private,15,1080971,2500,Business,67801,0,0,50,None,6,0,42,No
2023,P202300553,41,Male,Kakamega,Commercial,7,4152214,2000,Taxi,234252,0,0,20,None,12,0,20,Yes
2023,P202300554,68,Female,Eldoret,Commercial,7,2428662,2000,Personal,100812,1,842700,0,Speeding,12,0,48,Yes
2023,P202300555,64,Male,Eldoret,Private,5,1316698,1500,Business,72224,1,522100,0,Theft,6,0,43,No
2023,P202300556,58,Female,Thika,PSV,12,3540410,3000,Business,169102,0,0,20,None,6,0,40,Yes
2023,P202300557,58,Male,Thika,Motorcycle,14,144881,2500,Personal,9289,0,0,50,None,12,0,36,Yes
2023,P202300558,66,Male,Kakamega,Commercial,0,4686912,1000,Personal,266612,0,0,50,None,6,0,44,Yes
2023,P202300559,34,Female,Kakamega,Private,16,1650997,2000,Personal,106826,0,0,30,None,6,0,16,Yes
2023,P202300560,36,Female,Thika,Motorcycle,12,189920,1000,Personal,6503,0,0,20,None,12,1,14,No
2023,P202300561,34,Female,Nairobi,Commercial,12,1399792,3000,Business,91601,0,0,50,None,12,0,12,Yes
2023,P202300562,41,Female,Nakuru,Commercial,16,4404886,1000,Personal,134016,0,0,10,None,6,1,21,Yes
2023,P202300563,69,Female,Kisumu,Commercial,17,1137283,1000,Business,56341,2,167000,0,Theft,12,0,49,Yes
2023,P202300564,66,Male,Kakamega,PSV,11,3710864,2000,Personal,141080,0,0,30,None,12,0,47,No
2023,P202300565,67,Female,Thika,Commercial,11,1735783,3000,Personal,117319,0,0,30,None,6,2,46,No
2023,P202300566,32,Female,Kisumu,Private,5,679001,3000,Business,33743,0,0,30,None,6,0,11,No
2023,P202300567,59,Male,Mombasa,Private,15,1160187,2500,Personal,68118,0,0,50,None,6,0,37,Yes
2023,P202300568,21,Male,Kakamega,Commercial,2,4716533,2000,Personal,317149,0,0,30,None,6,0,2,Yes
2023,P202300569,27,Female,Nairobi,PSV,6,2739122,1500,Business,176055,0,0,10,None,6,0,8,No
2023,P202300570,57,Male,Nakuru,Commercial,17,1159281,3000,Personal,60248,1,311500,0,Speeding,6,1,38,No
2023,P202300571,65,Male,Meru,Private,11,1076515,3000,Personal,60591,1,546100,0,Collision,6,0,47,Yes
2023,P202300572,56,Male,Thika,Private,9,2049317,2000,Personal,135570,0,0,10,None,6,1,35,Yes
2023,P202300573,23,Female,Eldoret,Private,16,942244,2000,Business,46012,1,443900,0,Speeding,12,0,3,No
2023,P202300574,61,Female,Kakamega,Motorcycle,2,63704,2500,Business,4305,0,0,30,None,6,0,42,No
2023,P202300575,68,Male,Thika,Private,8,2730038,1500,Taxi,175315,0,0,50,None,6,0,47,No
2023,P202300576,42,Male,Kisumu,PSV,1,1163052,1000,Personal,67401,1,483300,0,Collision,6,0,24,Yes
2023,P202300577,44,Female,Kisumu,Private,13,2412162,2500,Business,165991,0,0,20,None,6,0,24,Yes
2023,P202300578,30,Male,Mombasa,Commercial,12,3780342,1000,Personal,137202,0,0,10,None,6,2,10,Yes
2023,P202300579,30,Female,Kisumu,Motorcycle,15,205888,2000,Business,12938,0,0,10,None,6,0,11,No
2023,P202300580,35,Male,Nakuru,Private,5,2069720,2500,Personal,78678,0,0,30,None,6,0,16,Yes
2023,P202300581,31,Male,Nakuru,Private,12,1219846,1500,Personal,70993,0,0,30,None,12,0,10,Yes
2023,P202300582,31,Male,Meru,Commercial,12,2227197,2000,Personal,93418,1,306000,0,Theft,6,2,10,No
2023,P202300583,48,Male,Nakuru,Commercial,14,1733476,1500,Personal,63718,0,0,20,None,6,1,26,No
2023,P202300584,22,Female,Nakuru,Commercial,14,976355,2500,Business,42323,0,0,50,None,12,0,1,Yes
2023,P202300585,46,Female,Nairobi,Motorcycle,19,129507,1000,Personal,5743,0,0,30,None,6,0,27,Yes
2023,P202300586,24,Male,Thika,PSV,3,2327148,2000,Business,102545,1,897500,0,Weather,6,0,3,No
2023,P202300587,66,Female,Mombasa,Private,3,676968,2000,Personal,42068,0,0,10,None,12,0,48,Yes
2023,P202300588,39,Female,Kakamega,Private,8,1065635,1500,Business,35840,0,0,30,None,12,0,19,Yes
2023,P202300589,56,Male,Nairobi,PSV,3,1584668,2500,Personal,67258,0,0,50,None,6,1,35,No
2023,P202300590,38,Male,Mombasa,Motorcycle,9,127986,1000,Personal,7283,0,0,30,None,6,0,16,No
2023,P202300591,51,Male,Kakamega,Commercial,1,4097466,2500,Taxi,184975,0,0,50,None,12,0,33,No
2023,P202300592,51,Male,Eldoret,Private,15,1917231,3000,Personal,101665,0,0,10,None,12,0,31,No
2023,P202300593,40,Female,Meru,Commercial,3,3271321,1500,Personal,224467,0,0,50,None,6,0,20,Yes
2023,P202300594,47,Female,Nairobi,Commercial,0,2723782,1500,Personal,135780,0,0,50,None,6,0,27,No
2023,P202300595,45,Male,Nairobi,Commercial,10,3531303,1500,Personal,202289,1,690600,0,Weather,12,0,27,No
2023,P202300596,21,Male,Nakuru,Private,16,2742433,2500,Taxi,132720,0,0,50,None,12,0,1,Yes
2023,P202300597,44,Male,Nairobi,PSV,9,3916649,1000,Personal,228456,0,0,30,None,12,1,22,Yes
2023,P202300598,35,Female,Nakuru,Private,12,2768693,1000,Personal,174560,1,1220900,0,Speeding,6,0,16,Yes
2023,P202300599,44,Male,Kakamega,Commercial,1,2918219,1500,Personal,114471,0,0,20,None,12,0,25,Yes
2023,P202300600,67,Female,Kisumu,Private,19,1752390,2500,Personal,114067,1,762900,0,Speeding,12,0,48,No
2023,P202300601,50,Male,Kisumu,Motorcycle,13,57452,2500,Personal,2295,0,0,20,None,6,0,28,No
2023,P202300602,29,Female,Mombasa,PSV,13,1142157,3000,Personal,74954,0,0,30,None,6,0,10,No
2023,P202300603,31,Female,Nakuru,Commercial,5,2452131,3000,Business,119952,2,1001500,0,Theft,6,1,9,Yes
2023,P202300604,35,Male,Mombasa,Private,4,2551789,2500,Business,111841,0,0,10,None,6,0,13,Yes
2023,P202300605,26,Female,Meru,Private,13,2330288,1000,Personal,73127,0,0,20,None,12,0,4,Yes
2023,P202300606,64,Male,Nakuru,Commercial,19,2396246,2000,Personal,88765,0,0,10,None,12,1,44,No
2023,P202300607,36,Female,Kakamega,Commercial,18,2096573,3000,Personal,79527,1,649600,0,Theft,6,0,18,Yes
2023,P202300608,50,Female,Nakuru,Private,1,2880612,2500,Personal,143015,0,0,30,None,12,0,32,Yes
2023,P202300609,39,Male,Nairobi,Private,11,1097578,2000,Personal,72644,0,0,50,None,12,2,21,Yes
2023,P202300610,66,Female,Nakuru,PSV,0,2546064,1500,Personal,84603,1,485000,0,Theft,12,0,46,No
2023,P202300611,54,Male,Thika,PSV,4,2578458,2500,Personal,146512,1,1166900,0,Collision,12,1,34,No
2023,P202300612,64,Female,Nairobi,Private,10,1000364,3000,Personal,41693,0,0,50,None,12,0,43,Yes
2023,P202300613,66,Male,Nairobi,Commercial,12,2303061,2000,Personal,79535,0,0,30,None,12,0,47,No
2023,P202300614,45,Male,Nakuru,Commercial,15,2953548,2500,Personal,203730,1,1476000,0,Collision,12,1,25,No
2023,P202300615,45,Female,Meru,Private,9,2919493,1500,Personal,140863,0,0,30,None,12,0,24,Yes
2023,P202300616,57,Male,Kakamega,Private,16,2031817,2500,Personal,105300,2,891600,0,Speeding,12,0,37,Yes
2023,P202300617,58,Male,Nakuru,Private,3,2574520,2500,Personal,171504,1,557200,0,Theft,6,1,40,Yes
2023,P202300618,32,Female,Kisumu,Private,19,1315363,2000,Personal,62731,1,245900,0,Weather,6,0,14,Yes
2023,P202300619,42,Male,Kakamega,PSV,12,2418006,1500,Personal,88261,0,0,20,None,12,1,20,No
2023,P202300620,38,Male,Nairobi,Private,0,810435,2000,Business,36321,0,0,10,None,6,1,17,Yes
2023,P202300621,48,Male,Nakuru,Private,12,2480407,1000,Personal,88618,0,0,30,None,12,0,26,Yes
2023,P202300622,57,Female,Nairobi,Motorcycle,9,151894,1000,Business,9537,1,46100,0,Theft,6,0,35,Yes
2023,P202300623,69,Female,Mombasa,Private,5,522490,2500,Personal,21155,0,0,10,None,6,0,48,No
2023,P202300624,53,Female,Eldoret,Motorcycle,3,198099,2000,Personal,13651,1,9800,0,Weather,6,0,31,No
2023,P202300625,54,Female,Eldoret,Commercial,7,2324631,2000,Personal,161905,0,0,30,None,6,0,34,No
2023,P202300626,46,Female,Thika,Private,13,1406395,2500,Personal,77104,1,734700,0,Speeding,12,0,24,Yes
2023,P202300627,36,Male,Kisumu,PSV,6,1495919,1500,Business,53436,0,0,20,None,6,0,16,No
2023,P202300628,21,Female,Nairobi,PSV,11,3267357,2500,Personal,148760,1,1844800,0,Theft,12,0,2,Yes
2023,P202300629,45,Male,Kakamega,PSV,12,3496901,2500,Personal,113674,0,0,20,None,12,0,23,No
2023,P202300630,37,Male,Nakuru,Private,4,2113560,1500,Personal,86028,0,0,30,None,6,2,19,Yes
2023,P202300631,40,Male,Nairobi,Private,11,1050428,1000,Personal,50154,0,0,50,None,12,0,21,Yes
2023,P202300632,58,Female,Thika,Motorcycle,11,140385,2000,Personal,4780,0,0,50,None,12,0,36,Yes
2023,P202300633,52,Female,Mombasa,Motorcycle,11,148234,1500,Personal,9756,0,0,30,None,12,0,31,No
2023,P202300634,68,Male,Eldoret,PSV,1,2721793,2500,Personal,139528,1,730100,0,Weather,12,0,48,No
2023,P202300635,35,Female,Nakuru,PSV,13,3430630,2500,Personal,229221,0,0,50,None,6,0,17,No
2023,P202300636,28,Female,Kisumu,PSV,12,2175189,3000,Personal,75180,0,0,10,None,6,1,9,No
2023,P202300637,58,Female,Nairobi,Commercial,14,2217158,3000,Business,131552,0,0,30,None,6,0,39,Yes
2023,P202300638,47,Female,Kakamega,PSV,14,2515554,2500,Personal,142352,0,0,50,None,6,0,27,Yes
2023,P202300639,22,Female,Thika,Motorcycle,7,201542,1500,Business,11251,0,0,10,None,12,0,1,Yes
2023,P202300640,22,Male,Nairobi,PSV,12,3389127,3000,Personal,219140,1,528600,0,Theft,6,0,3,Yes
2023,P202300641,60,Female,Eldoret,Private,16,776452,2500,Business,29693,0,0,10,None,12,2,42,Yes
2023,P202300642,69,Male,Mombasa,PSV,11,3719064,1000,Personal,169468,1,1520200,0,Speeding,6,0,49,No
2023,P202300643,25,Male,Kakamega,Private,14,1662180,2000,Taxi,82140,0,0,10,None,6,1,4,No
2023,P202300644,37,Female,Kakamega,Private,18,894295,2000,Personal,27764,1,352100,0,Collision,6,0,16,No
2023,P202300645,65,Male,Meru,PSV,1,2771503,2000,Taxi,150220,1,1601800,0,Collision,6,0,43,Yes
2023,P202300646,32,Male,Nairobi,Private,4,1728312,2500,Personal,77658,0,0,20,None,6,1,10,No
2023,P202300647,69,Male,Kisumu,Private,14,2902110,2500,Personal,194853,0,0,30,None,6,0,51,Yes
2023,P202300648,30,Female,Eldoret,Private,18,1904962,3000,Personal,116259,1,836000,0,Weather,6,0,12,No
2023,P202300649,62,Male,Nairobi,PSV,18,1894801,2500,Business,59092,1,659600,0,Collision,6,1,40,Yes
2023,P202300650,68,Female,Thika,PSV,4,3767257,2000,Business,236338,0,0,50,None,6,0,46,Yes
2023,P202300651,42,Male,Mombasa,Private,15,2069186,2500,Personal,97261,1,907900,0,Weather,6,0,23,No
2023,P202300652,59,Female,Nairobi,Commercial,8,4500357,2000,Personal,206623,0,0,20,None,6,0,37,Yes
2023,P202300653,62,Male,Thika,Private,17,2209910,1000,Business,72829,0,0,30,None,6,0,42,Yes
2023,P202300654,64,Female,Nairobi,Private,11,1128177,2000,Taxi,40909,1,322800,0,Weather,12,0,44,Yes
2023,P202300655,25,Male,Thika,PSV,8,3560244,3000,Personal,133478,0,0,30,None,6,0,3,No
2023,P202300656,32,Female,Mombasa,Private,16,2087542,2500,Business,102321,0,0,20,None,6,0,14,Yes
2023,P202300657,47,Male,Nakuru,Commercial,8,3745081,1500,Personal,236267,0,0,50,None,12,1,25,No
2023,P202300658,30,Male,Nakuru,Private,13,1289313,2000,Personal,39399,0,0,20,None,12,0,10,Yes
2023,P202300659,37,Female,Kisumu,Motorcycle,16,109251,3000,Taxi,7265,0,0,30,None,6,0,19,Yes
2023,P202300660,55,Male,Thika,Private,12,2134224,2500,Personal,109472,0,0,10,None,12,0,36,No
2023,P202300661,48,Male,Nairobi,Private,18,1867064,2000,Business,93891,0,0,50,None,6,0,30,Yes
2023,P202300662,53,Female,Nairobi,Private,15,2228235,1500,Personal,135362,0,0,10,None,12,0,31,Yes
2023,P202300663,25,Female,Nakuru,Private,8,2734415,2000,Personal,117197,0,0,30,None,6,0,7,Yes
2023,P202300664,37,Female,Mombasa,PSV,19,1102780,1000,Personal,46802,0,0,50,None,6,0,19,Yes
2023,P202300665,64,Male,Nairobi,Private,8,2931129,2500,Personal,173340,0,0,20,None,12,0,46,No
2023,P202300666,24,Female,Kisumu,Private,4,1090611,1500,Personal,64985,2,482900,0,Collision,12,0,6,Yes
2023,P202300667,27,Male,Thika,Private,2,2187023,1000,Personal,118442,0,0,50,None,6,0,5,Yes
2023,P202300668,61,Male,Thika,Private,12,2524611,3000,Personal,110436,1,1149500,0,Theft,12,1,40,No
2023,P202300669,42,Female,Nairobi,Private,6,690271,3000,Business,33741,1,324900,0,Theft,6,1,23,No
2023,P202300670,39,Male,Nairobi,Motorcycle,11,147462,1000,Business,9386,0,0,10,None,12,1,18,Yes
2023,P202300671,61,Male,Mombasa,Private,5,2760554,2500,Personal,183179,1,674300,0,Weather,12,0,43,No
2023,P202300672,23,Male,Kisumu,Private,14,1798648,2500,Personal,53974,2,1032200,0,Theft,6,0,3,No
2023,P202300673,68,Female,Nairobi,Commercial,15,2917191,1500,Business,182324,0,0,50,None,12,1,46,No
2023,P202300674,32,Male,Kakamega,Private,6,510785,2500,Personal,27814,0,0,50,None,12,0,10,Yes
2023,P202300675,44,Female,Thika,Private,16,2268109,2000,Personal,105238,0,0,50,None,12,0,25,No
2023,P202300676,47,Female,Nakuru,Private,2,2086250,3000,Personal,142520,0,0,10,None,6,1,27,No
2023,P202300677,27,Female,Nairobi,PSV,18,2877779,2000,Taxi,106777,2,146100,0,Weather,6,0,7,Yes
2023,P202300678,22,Female,Kisumu,PSV,12,2308166,2000,Personal,148923,1,126600,0,Speeding,12,0,2,No
2023,P202300679,30,Male,Kakamega,Commercial,9,1150068,1000,Personal,43139,0,0,30,None,12,0,12,Yes
2023,P202300680,36,Male,Nakuru,Motorcycle,2,192767,3000,Taxi,10323,3,56900,0,Speeding,12,0,14,No
2023,P202300681,50,Female,Nairobi,Motorcycle,16,233163,2500,Personal,13659,0,0,20,None,12,0,31,Yes
2023,P202300682,34,Male,Nairobi,Private,14,2557797,2000,Business,86177,1,418900,0,Collision,12,0,12,No
2023,P202300683,60,Female,Nairobi,PSV,1,1492503,3000,Business,89718,0,0,50,None,6,0,42,Yes
2023,P202300684,32,Male,Eldoret,Private,0,2638657,2500,Personal,89489,0,0,20,None,12,0,13,Yes
2023,P202300685,26,Female,Kisumu,Private,5,1864359,2000,Personal,56497,0,0,10,None,12,0,8,No
2023,P202300686,49,Male,Meru,Motorcycle,19,101796,3000,Personal,6361,1,51000,0,Weather,12,0,31,No
2023,P202300687,62,Male,Thika,PSV,16,3159439,1500,Personal,138614,0,0,10,None,12,1,44,No
2023,P202300688,58,Female,Meru,Private,4,1746735,2000,Personal,92092,0,0,30,None,12,0,36,Yes
2023,P202300689,61,Female,Nairobi,Commercial,1,1775112,2000,Business,65645,2,182900,0,Weather,6,0,43,No
2023,P202300690,37,Male,Eldoret,Private,6,916704,1000,Business,41038,1,137000,0,Theft,6,0,17,Yes
2023,P202300691,51,Male,Mombasa,Private,0,1034633,1000,Personal,52442,2,148300,0,Weather,6,1,33,No
2023,P202300692,32,Female,Meru,Private,17,732117,3000,Personal,44963,1,359000,0,Speeding,12,1,12,No
2023,P202300693,49,Male,Eldoret,Commercial,1,3326915,2000,Personal,208563,1,1124900,0,Weather,6,0,30,Yes
2023,P202300694,20,Male,Kakamega,Private,3,1380432,2500,Personal,93989,1,445200,0,Speeding,6,1,1,Yes
2023,P202300695,25,Female,Kisumu,Private,19,2111735,2000,Business,116669,0,0,50,None,12,0,7,No
2023,P202300696,68,Male,Kisumu,Commercial,14,2607317,1000,Personal,91047,0,0,50,None,6,0,46,No
2023,P202300697,41,Male,Mombasa,Private,10,609779,3000,Personal,37123,1,308100,0,Theft,6,0,22,No
2023,P202300698,36,Female,Kisumu,PSV,5,1381325,1000,Business,83259,2,238600,0,Collision,12,0,17,No
2023,P202300699,54,Female,Nairobi,Commercial,17,3701884,1000,Personal,236410,1,177500,0,Speeding,6,1,32,Yes
2023,P202300700,35,Male,Nairobi,Commercial,11,3454074,3000,Personal,137594,0,0,50,None,12,0,14,Yes
2023,P202300701,20,Male,Kakamega,Commercial,3,3001279,2000,Business,186116,0,0,20,None,6,2,1,No
2023,P202300702,34,Male,Kisumu,Motorcycle,1,220797,3000,Personal,8492,0,0,10,None,6,0,14,No
2023,P202300703,21,Female,Kisumu,Motorcycle,9,74700,1000,Business,3950,0,0,20,None,12,1,1,Yes
2023,P202300704,20,Female,Thika,Commercial,14,1531636,1500,Business,81179,0,0,10,None,6,0,1,Yes
2023,P202300705,52,Male,Nairobi,Commercial,12,3253894,2500,Business,197499,2,1665900,0,Theft,12,0,30,Yes
2023,P202300706,21,Male,Kisumu,Private,0,1913967,3000,Personal,94994,0,0,20,None,12,0,1,No
2023,P202300707,53,Male,Nairobi,Commercial,0,3222952,1000,Personal,218495,2,1564000,0,Theft,6,0,35,No
2023,P202300708,33,Male,Nairobi,Commercial,19,4578271,1500,Business,296149,0,0,20,None,12,0,12,Yes
2023,P202300709,40,Male,Thika,Private,16,1428864,1500,Business,44023,1,486000,0,Theft,6,1,20,Yes
2023,P202300710,47,Female,Kakamega,Private,16,1748749,2000,Business,120842,1,119700,0,Theft,6,1,26,Yes
2023,P202300711,41,Male,Eldoret,Private,0,1096682,1500,Personal,53921,1,61900,0,Collision,6,0,23,Yes
2023,P202300712,36,Male,Nakuru,PSV,4,2250104,1500,Personal,136373,0,0,50,None,12,0,18,No
2023,P202300713,23,Male,Eldoret,Private,16,1185328,3000,Personal,69047,0,0,20,None,6,0,4,No
2023,P202300714,30,Female,Thika,Private,17,1107132,1500,Business,62487,0,0,20,None,12,0,9,Yes
2023,P202300715,56,Male,Eldoret,Private,12,894768,1000,Business,51043,1,7000,0,Weather,6,0,36,Yes
2023,P202300716,63,Female,Thika,Commercial,8,1627150,2500,Taxi,94141,0,0,10,None,6,1,45,Yes
2023,P202300717,45,Female,Mombasa,Private,13,1433296,1500,Personal,60269,1,789200,0,Weather,12,0,24,Yes
2023,P202300718,52,Male,Mombasa,Private,11,1716688,2000,Business,71660,0,0,10,None,6,1,31,Yes
2023,P202300719,55,Male,Nakuru,PSV,6,2516589,2500,Personal,79081,2,82100,0,Weather,6,0,36,Yes
2023,P202300720,27,Male,Nairobi,PSV,6,3306907,2500,Personal,125146,0,0,30,None,6,1,8,Yes
2023,P202300721,33,Male,Nakuru,Private,6,1850816,1500,Personal,124146,0,0,10,None,6,0,13,Yes
2023,P202300722,23,Female,Nakuru,Private,10,1991341,2500,Business,79693,0,0,30,None,6,1,1,Yes
2023,P202300723,33,Female,Mombasa,Motorcycle,1,241211,1500,Personal,15828,0,0,50,None,12,0,14,No
2023,P202300724,61,Male,Thika,Private,8,2816374,3000,Personal,132688,0,0,10,None,6,1,40,No
2023,P202300725,39,Female,Kakamega,Commercial,13,3557506,2500,Personal,213842,1,895800,0,Collision,12,0,18,No
2023,P202300726,65,Male,Mombasa,Motorcycle,5,51996,2500,Business,1984,0,0,20,None,6,0,45,No
2023,P202300727,49,Female,Meru,Private,18,1917191,2000,Business,83108,0,0,10,None,6,1,29,No
2023,P202300728,24,Female,Eldoret,Commercial,10,3732878,2000,Taxi,212293,0,0,50,None,6,0,2,Yes
2023,P202300729,28,Female,Kakamega,Private,14,1350012,1000,Business,89468,0,0,30,None,6,1,9,No
